Строка поиска	Translation
Выполняю	შეასრულოს
Выражение <%1> оказалось равно <%2>, а ожидали <%3>.	გამოხატვის <%1> ტოლფასი იყო <%2>, სავარაუდოდ, <%3>.
Генератор макета из реальных данных: Не умею обрабатывать такой тип <%1>	გენერატორი განლაგება რეალური მონაცემები: არ იცით, თუ როგორ უნდა გაუმკლავდეს ამ ტიპის <%1>
ГолосовойДвижок - OK	Groovadelia - OK
Группа с заголовком <%1> не найдена.	ჯგუფი სათაური <%1> ვერ მოიძებნა.
Группа с именем <%1> не найдена.	ჯგუფის სახელი <%1> ვერ მოიძებნა.
Данные по основному подключению Клиента тестирования перезаполнены.	მონაცემები ძირითადი კავშირი Testclient peripapillary.
Данный шаг не работает с таблицами.	ეს ნაბიჯი არ მუშაობს მაგიდები.
ДатаВремяОшибки	Datarelease
Делаю общий скриншот.	რათა საერთო სურათი.
Делаю перезапуск TESTCLIENT. ОписаниеОшибки=%1	აკეთებს გადატვირთვა TESTCLIENT. Opisaniyami=%1
Делаю распаковку %1	რათა პაკეტების %1
Делаю скриншот.	სკრინშოტი.
Делаю скриншоты всех окон 1С.	რათა ეკრანის ყველა Windows 1C.
Длительность MP3 = 0. Файл=%1	ხანგრძლივობა MP3 = 0. ფაილის=%1
Для <%1> не найдено документа основания	For <%1> ვერ მოიძებნა დოკუმენტი ფონდი
Для генерации EPF должен быть установлен 1Script. В cmd должна выполняться команда: oscript	გენერირება ევრაზიის თანამშრომლობის ფონდის უნდა იყოს დაყენებული 1Script. In cmd ბრძანება უნდა აწარმოებს: oscript
Для подключения с именем <%1> изменен порт подключения, указанный порт уже есть в таблице подключений.	დაკავშირება სახელი <%1> შეცვალა კავშირი პორტი, მითითებულ პორტში უკვე კავშირი მაგიდა.
Для текущей ячейки таблицы <%1> текущее значение равно <%2>, а ожидали <%3>	მიმდინარე მობილური მაგიდაზე, <%1> მიმდინარე ღირებულება არის <%2>, სავარაუდოდ, <%3>
Для шага <%1> не найден EPF файл.	იყიდება ნაბიჯი, <%1> ვერ მოიძებნა ევრაზიის თანამშრომლობის ფონდის ფაილი.
Для элемента формы %1 текущее значение равно <%2>, а ожидали <%3>	ფორმა ელემენტს %1 მიმდინარე ღირებულება არის <%2>, სავარაუდოდ, <%3>
Для ячейки <%1> таблицы <%2> текущее значение равно <%3>, а ожидали <%4>	იყიდება მობილური <%1> მაგიდასთან <%2> მიმდინარე ღირებულება არის <%3>, სავარაუდოდ, <%4>
Добавил шаг: %1	დასძინა ნაბიჯი: %1
ДобавитьСостояниеФормыTestclient:%1	ДобавитьСостояниеФормыTestclient:%1
Должна быть передана минимум 1 строка	უნდა გავიდეს მინიმუმ 1 ხაზი
Должна оставаться строка подключения текущего клиента	უნდა იყოს connection string მიმდინარე კლიენტი
Должно быть передано 2 строки	უნდა გადაეცეს 2 ხაზი
Должны быть переданы минимум 2 строки. Первая строка с именами колонок, вторая и следующие - данные для проверки.	წარმოდგენილი უნდა იყოს მინიმუმ 2 ხაზი. პირველი ხაზი ერთად სვეტის სახელები, მეორე და შემდეგი მონაცემები გადამოწმების.
ЗавершитьЗаписьДействийПользователя:%1	ЗавершитьЗаписьДействийПользователя:%1
Загружен объект.Имя %1, Тип %2	გადმოწერილი ობიექტი.სახელი, %1, ტიპი %2
Загрузил новую версию	უბრალოდ გადმოწერილი ახალი ვერსია
Загрузил снипеты из кеш	აიტვირთა snippets cache
Закладка с заголовком <%1> не найдена.	Tab სათაური <%1> ვერ მოიძებნა.
Закладка с именем <%1> не найдена.	Bookmark სახელი <%1> ვერ მოიძებნა.
Закончились фичи. Не стал назначать раннеру фичу.	დასრულდა თვისებები. არ ნიშნავს runner ფუნქცია.
Закрытие TestClient <%1>	დახურვის TestClient <%1>
Записал файл статуса билда: %1	ჩაწერილი სტატუსი ფაილი აშენების: %1
Записался корректный элемент.	მოაწერა ხელი, სწორი ნივთი.
Записываю %1	რეკორდი %1
Запись действий пользователя закончена.	ჩანაწერი მომხმარებლის მოქმედებები დასრულდა.
Запись действий пользователя начата.	ჩანაწერი შესახებ საქმიანობა დაიწყო.
Запись действий пользователя приостановлена.	ჩანაწერი შესახებ საქმიანობა შეჩერებულია.
Запись действий пользователя продолжена.	ჩაწერა მომხმარებლის ქმედებები განაგრძო.
Запускаю генерацию epf.	დაიწყოს თაობის ევრაზიის თანამშრომლობის ფონდი.
Значение (%1) заполнено, а ожидалась незаполненность %2	ღირებულება (%1) ივსება, და მოსალოდნელი ვაკანსიები %2
Значение (%1) не заполнено, а ожидалась заполненность%2	ღირებულება (%1) დასრულებული არ არის და მოსალოდნელი დასრულების%2
Значение [%1:%2]. Ожидали <%3>, а получили <%4>	ღირებულება [%1:%2]. მოსალოდნელია, <%3>, <%4>
Значение <%1> больше или равно, чем <%2>, а ожидалось меньше. %3	ღირებულება <%1> მეტია ან ტოლია, ვიდრე <%2>, და, სავარაუდოდ, ნაკლებია. %3
Значение <%1> больше, чем <%2>, а ожидалось меньше или равно. %3	ღირებულება <%1> მეტია <%2>, და, სავარაუდოდ, ნაკლებია ან ტოლია. %3
Значение параметра %1: ожидали <%2>, получили <%3>;	პარამეტრი ღირებულება %1: მოსალოდნელია <%2>, <%3>
Значение параметра %1: ожидали подстроку <%2>, в <%3>;	პარამეტრი ღირებულება %1: მოსალოდნელია substring <%2> <%3>
Значение параметра таймаута ожидания должно быть числом. Переданное значение: %1	პარამეტრი შეყოვნება უნდა იყოს ნომერი. გავიდა ღირებულება: %1
ЗначениеНеНайдено: Реквизит <%1>: Искали значение <%2>, но не нашли.	Sachanandani: რეკვიზიტები <%1>: Looking for <%2> ვერ მოიძებნა.
Изменения формы обработаны.	ფორმის შეცვლა განიხილება.
Изменилось имя формы: было: %1, стало: %2	სახელი შეიცვალა ფორმა: ბებერი: %1 ახალი: %2
имеет длину	სიგრძე
имеет тип	არის ტიპი
Именованная область %1 не найдена;	A სახელად ფართი '%1 ' ვერ მოიძებნა
ИмяКомпьютера <%1>; порт <%2>	ComputerName <%1>
ИмяПроцедуры	Imprecatory
ИмяФайла	ფაილის სახელი
Искали в %1 подстроку %2, но не нашли.%3	ჩხრეკა %1 substring %2, მაგრამ არ აღმოჩნდა.%3
Исключение для просмотра значения.	გამონაკლისი ნახატის ღირებულება.
Ищу снипеты в каталоге	ეძებს snippets დირექტორია
Ищу сценарии в каталоге	ეძებს სკრიპტები დირექტორია
Каталог <%1> не найден.	დირექტორია <%1> ვერ მოიძებნა.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не существует.	დირექტორია ЗаписьВидеоКаталогДляВременныхФайлов <%1> არ არსებობს.
Каталог ЗаписьВидеоКаталогДляВременныхФайлов <%1> не указан.	დირექტორია ЗаписьВидеоКаталогДляВременныхФайлов <%1> მითითებული არ არის.
КаталогOutputИнструкцияHTML не задан.	КаталогOutputИнструкцияHTML მითითებული არ არის.
КаталогOutputИнструкцияMarkdown не задан.	КаталогOutputИнструкцияMarkdown მითითებული არ არის.
КаталогOutputСкриншоты не задан.	КаталогOutputСкриншоты მითითებული არ არის.
КаталогДляОбработки=%1	Catalogdisplaymode=%1
Кнопка панели открытых окон <%1> не найдена.	ღილაკს პანელი ღია ფანჯრები <%1> ვერ მოიძებნა.
Кнопка панели разделов <%1> не найдена.	ღილაკს პანელი სექციები, <%1> ვერ მოიძებნა.
Кнопка с именем <%1> не найдена.	ღილაკს სახელი <%1> ვერ მოიძებნა.
Кнопка с именем <%1> не найдена. ТекущееОкно=%2	ღილაკს სახელი <%1> ვერ მოიძებნა. Tecomeae=%2
кнопка, которую требуется нажать	ღილაკს, რომელიც გსურთ, დააჭირეთ
Кнопка/команда с заголовком <%1> не найдена.	Button/ბრძანება header <%1> ვერ მოიძებნა.
Кнопка/команда с заголовком <%1> не найдена. ТекущееОкно=%2	Button/ბრძანება header <%1> ვერ მოიძებნა. Tecomeae=%2
Количество секунд дял подключения TestClient: %1	რაოდენობის წამი, სანამ კავშირი TestClient: %1
Команда меню <%1> не найдена в панели функций.	მენიუს ბრძანება <%1> არ იყო ნაპოვნი ფუნქცია ბარი.
Команда ОстановитьЗаписьВидео вернула код возврата = %1	გუნდი Ostanovitsya დაბრუნდა დაბრუნება კოდი = %1
Команда по объединению mp3 не выполнена. Файл1=%1, Файл2=%2, Файл3=%3	გუნდი გაერთიანდეს mp3 არ არის შესრულებული. File1=%1, File2=%2, Файл3=%3
Команда по получению списка файлов каталога не выполнена. Каталог = %1	ბრძანება მოპოვების ფაილი სია დირექტორია ვერ. დირექტორია = %1
Команда системы реализована только под Windows.	გუნდი სისტემა არის მხოლოდ ხორციელდება Windows.
Константа %1 не заполнена.	ცვლადი %1 არ არის შევსებული.
КопироватьФайлКомандаСистемы:%1 команда:%2	Copyrightedmaterial:%1 ბრძანება:%2
между	შორის
меньше	ნაკლები
меньше или равно	ნაკლებია ან ტოლია
Надо сделать перезапуск фреймворка тестирования.	ეს აუცილებელია, რათა თავიდან ფარგლებში ტესტირება.
Найден активный элемент формы	ნაპოვნია აქტიური ფორმის ელემენტი
Найден упавший сценарий.	ი დაეცა script.
Найдена форма: ТекстЗаголовка=%1, ИмяФормы=%2. Окно <%3>	ნაპოვნია ფორმა: Texttagtable=%1, Formname=%2. ფანჯარა <%3>
Найдено %1 окон.	ნაპოვნია %1 Windows.
Найдено более одного поля формы с заголовком <%1>. Рекомендуется искать элемент по имени.	ი უფრო მეტია, ვიდრე ერთი ფორმა სფეროში სათაური <%1>. მიზანშეწონილია უნდა ვეძებოთ ელემენტი, სახელი.
НачатьЗаписьДействийПользователя:%1	Nachtspeicherheizung:%1
Нашли строки в таблице <%1>:%2	ი მწკრივი ცხრილში <%1>:%2
не	არა
Не верный формат области <%1>. %2	არ არის სწორი ფორმატი რეგიონში <%1>. %2
Не возможно открыть форму абстрактного объекта, укажите ссылку	ეს არ არის შესაძლებელი, რომ ღია აბსტრაქტული სახით ობიექტის ლინკი
Не все служебные колонки заданы. В запросе обязательно должны быть колонки %1	არა ყველა სერვისი სვეტი მითითებული. მოთხოვნა უნდა იყოს, სვეტი %1
не выполнен	არ არის შესრულებული
Не дождались отображения окна TestClient. Таймаут <%1>	არ დაველოდოთ ფანჯარა display TestClient. დროის <%1>
Не задан регистратор для записей регистра %1. Переменная %2	არ არის მითითებული რეგისტრატორი რეესტრის %1. ცვლადი %2
Не заполнен служебный параметр КаталогИнструментов.	არ ივსება მომსახურების პარამეტრი Catalogentries.
Не известный тип параметра в ПолучитьПредставлениеПараметраПриПереводе() <%1>	არ არის ცნობილი ტიპის ვარიანტი ПолучитьПредставлениеПараметраПрипереводе() <%1>
Не использовать	არ გამოიყენოთ
Не могу выгрузить статус сценариев, т.к. был передан каталог, а не файл.	ვერ ატვირთეთ სტატუსის სცენარი, იმიტომ, რომ ეს იყო გადაეცემა დირექტორია, არ არის ფაილი.
Не могу выгрузить статус сценариев, т.к. каталог %1 не существует.	ვერ ატვირთეთ სტატუსის script რადგან დირექტორია %1 არ არსებობს.
Не могу сфомировать отчет Allure. Не существует каталог для вывода отчета.	ვერ sformirovat ანგარიში Allure. არ არის დირექტორია გამომავალი ანგარიში.
Не найден Клиент тестирования для подключения..	არ არის ნაპოვნი TestClient დაკავშირება.
Не найден активный элемент формы.	არ არის ნაპოვნი აქტიური ფორმის ელემენტი.
НЕ найден инструмент по созданию скриншотов.	არ არის ნაპოვნი ინსტრუმენტი შექმნა კადრები.
Не найден каталог библиотеки: %1	არ არის ნაპოვნი ბიბლიოთეკის დირექტორია: %1
Не найден каталог инструментов: %1	არ არის ნაპოვნი ინსტრუმენტები directory: %1
Не найден лог перегенерации EPF.	არ არის ნაპოვნი შესვლა ევრაზიის თანამშრომლობის ფონდის რეგენერაციას.
Не найден макет %1 ошибка: %2	არ არის ნაპოვნი განლაგება %1 შეცდომა: %2
Не найден перевод для шага <%1>	არ არის ნაპოვნი თარგმანი ნაბიჯი, <%1>
Не найден пользователь ИБ по имени <%1>	არ არის ნაპოვნი მომხმარებლის უსაფრთხოების სახელი <%1>
Не найден профиль Клиента тестирования <%1>	არ პროფილი ი TestClient <%1>
Не найден путь к файлу JSON. Параметр: VBParams.	არ არის ნაპოვნი გზა JSON ფაილი. პარამეტრი: VBParams.
Не найден тип шага <%1>	არ არის ნაპოვნი ნაბიჯი ტიპი <%1>
Не найден файл <%1>	ფაილი ვერ მოიძებნა <%1>
Не найден файл макета <%1> в каталоге проекта <%2>	არ არის ნაპოვნი განლაგება ფაილი <%1> პროექტის დირექტორია, <%2>
Не найден файл после распаковки: %1	ფაილი ვერ მოიძებნა შემდეგ პაკეტების: %1
Не найден файл словаря замен. <%1>	არ არის ნაპოვნი ლექსიკონი ფაილი გადაჯგუფების. <%1>
Не найден файл служебной базы. <%1>	ფაილი არ არის ნაპოვნი სამსახურის ბაზა. <%1>
Не найден файл толстого клиента <%1>	ფაილი არ არის ნაპოვნი მსუქანი კლიენტი, <%1>
Не найден элемент дерева по данным поиска	არ არის ნაპოვნი ელემენტის ხე მიხედვით ძებნა
Не найден элемент Статистика на форме VB.	ელემენტი არ აღმოჩნდა სტატისტიკის VB ფორმა.
Не найден эталон макета <%1>. Пустой каталог проекта.	არ არის ნაპოვნი სტანდარტული განლაგება <%1>. ცარიელი დირექტორია პროექტი.
Не найдена активная форма.	არ არის ნაპოვნი აქტიური ფორმა.
Не найдена группа командного интерфейса <%1>	ჯგუფი არ არის ნაპოვნი ბრძანება ინტერფეისი <%1>
Не найдена строка в таблице ДанныеКлиентовТестирования с <Имя=Этот клиент>	არ ზედიზედ აღმოჩნდა მაგიდასთან Danielandamari ერთად <სახელი=კლიენტს>
Не найдена строка примеров во вложенной структуре сценария. <%1>	არ არის ნაპოვნი სიმებიანი მაგალითები წელს წყობილი სტრუქტურა script. <%1>
Не найдена строка сценария.	არ არის ნაპოვნი script ხაზი.
Не найдена таблица для редактирования.	არ არის ნაპოვნი მაგიდა რედაქტირება.
Не найдена установка VLC.	არ არის ნაპოვნი დააყენოთ VLC.
Не найдено ключевое слово <%1>  для языка <%2>	არ არის ნაპოვნი <%1> ენის <%2>
Не найдено ни одного окна 1С. Делаю обычный скриншот.	არ არის ნაპოვნი ფანჯარა 1C. მიიღოს ნორმალური screenshot.
Не найдено ни одного сообщения пользователю.	არ არის ნაპოვნი ნებისმიერი შეტყობინება, რომ მომხმარებელს.
Не найдено ни одного сценария. Запись видео невозможна.	არა ერთი სცენარი. ვიდეო ჩაწერა შეუძლებელია.
Не найдено ни одной строки в таблице клиентов тестирования, которая бы содержала <runner>	არ არის ნაპოვნი არანაირი რიგები მომხმარებელს მაგიდა ტესტი, რომელიც შეიცავს <runner>
Не найдено окно VanessaAutomation в раннере %1	არ არის ნაპოვნი ფანჯარა VanessaBehavior, რომ runner %1
Не найдено окно VanessaAutomation.	არ არის ნაპოვნი ფანჯარა VanessaBehavior.
Не найдено окно предупреждения.	არ არის ნაპოვნი გამაფრთხილებელი ფანჯარა.
Не нашел значение реквизита у спр: ИмяСпр=%1, Наименование=%2, ИмяРек=%3, СтроковокПредставление=%4	არ არის ნაპოვნი საჭირო ღირებულების BODY: Kaspr=%1 Name=%2, Name=%3, Stratovista=%4
Не нашел колонку: %1	არ არის ნაპოვნი სვეტი: %1
Не нашел профиля TestClient с именем <%1>	არ არის ნაპოვნი TestClient პროფილი სახელი <%1>
Не нашел профиля TestClient с именем <%1> хотя он должен быть активным в данный момент.	არ არის ნაპოვნი TestClient პროფილი სახელი <%1> მიუხედავად იმისა, რომ ეს უნდა იყოს აქტიური მომენტში.
Не нашел профиля TestClient с именем <%1> чтобы его закрыть.	არ არის ნაპოვნი TestClient პროფილი სახელი <%1> დახუროს იგი.
Не нашел путь к 1cv8c.exe: %1	არ მოიძებნა გზა, რომ 1cv8c.exe: %1
Не нашли меню функций раздела.	ი ფუნქციების მენიუ მონაკვეთზე.
Не нашли окно с заголовком <%1>	არ არის ნაპოვნი ფანჯარა სათაური <%1>
Не нашли панель открытых окон.	არ არის ნაპოვნი ბარი ღია ფანჯრები.
Не нашли панель разделов.	არ არის ნაპოვნი პანელი სექციები.
Не нашли профиль <%1> в таблице TestClient.	არ არის ნაპოვნი პროფილი <%1> მაგიდასთან TestClient.
Не нашли профиль <%1> в тестируемом экземпляре Vanessa-behavior.	არ არის ნაპოვნი პროფილი <%1> ტესტირება მაგალითად Vanessa-ქცევა.
